customer_key,customerName,customerType,nationality
CUST01296,田岩,VIP,China
CUST01297,石川 くみ子,VIP,Japan
CUST01298,Cô Phương Trần,Corporate,Vietnam
CUST01299,Xuân Bùi,Travel Agency,Vietnam
CUST01300,Bảo Đức Lê,Travel Agency,Vietnam
CUST01301,Inès Maréchal,Individual,France
CUST01302,Tú Mai,Individual,Vietnam
CUST01303,Dr Melissa May,Individual,UK
CUST01304,Quý ông Quang Lê,Individual,Vietnam
CUST01305,佐々木 篤司,VIP,Japan
CUST01306,Mallory Brown,VIP,Australia
CUST01307,Vũ Trần,Corporate,Vietnam
CUST01308,渡辺 浩,Corporate,Japan
CUST01309,Dominique Laporte Le Menard,Corporate,France
CUST01310,Ông Nhiên Trần,Travel Agency,Vietnam
CUST01311,Thành Dương,VIP,Vietnam
CUST01312,Quý cô Vi Trần,VIP,Vietnam
CUST01313,Ông Nam Lê,VIP,Vietnam
CUST01314,Quý cô Nhật Đặng,Travel Agency,Vietnam
CUST01315,Lan Trần,Corporate,Vietnam
CUST01316,Verena Carsten,VIP,Germany
CUST01317,Phương Hải Mai,VIP,Vietnam
CUST01318,Holly Morris,Corporate,UK
CUST01319,Cô Mai Lê,Individual,Vietnam
CUST01320,Ing. Annie Rogner MBA.,Individual,Germany
CUST01321,Thảo Hoàng,Individual,Vietnam
CUST01322,Bảo Nguyễn,Corporate,Vietnam
CUST01323,Bảo Bùi,Individual,Vietnam
CUST01324,Hải Lê,Individual,Vietnam
CUST01325,Maria Carrillo,VIP,Australia
CUST01326,Hà Phú Trần,Corporate,Vietnam
CUST01327,Hà Hoàng,Individual,Vietnam
CUST01328,Dương Hoàng,Individual,Vietnam
CUST01329,Cô Hương Hoàng,VIP,Vietnam
CUST01330,Hồng Nguyễn,Individual,Vietnam
CUST01331,Bà An Nguyễn,VIP,Vietnam
CUST01332,Chị Xuân Bùi,Travel Agency,Vietnam
CUST01333,Yến Mai,Corporate,Vietnam
CUST01334,Mai Đặng,Travel Agency,Vietnam
CUST01335,Quang Dương,VIP,Vietnam
CUST01336,Trọng Văn Bùi,Travel Agency,Vietnam
CUST01337,최진호,VIP,Korea
CUST01338,Ánh Nguyễn,Travel Agency,Vietnam
CUST01339,Michele Ross,VIP,USA
CUST01340,Brian Garcia,Travel Agency,USA
CUST01341,Christelle Charpentier,Corporate,France
CUST01342,田中 美加子,Travel Agency,Japan
CUST01343,Belinda White,Corporate,Australia
CUST01344,Chị Phương Phạm,VIP,Vietnam
CUST01345,Nhật Hải Mai,VIP,Vietnam
CUST01346,Ole Liebelt,Individual,Germany
CUST01347,Quý cô Phương Vũ,VIP,Vietnam
CUST01348,Chị Hạnh Bùi,Travel Agency,Vietnam
CUST01349,Nhật Thế Dương,Individual,Vietnam
CUST01350,Bà Ánh Bùi,Travel Agency,Vietnam
CUST01351,Alicia Singh,Individual,USA
CUST01352,Nhật Hải Nguyễn,Travel Agency,Vietnam
CUST01353,Chị Bảo Lê,VIP,Vietnam
CUST01354,杨林,VIP,China
CUST01355,Steven Hayes,Individual,USA
CUST01356,Quang Đức Vũ,Individual,Vietnam
CUST01357,Bà Hà Bùi,Travel Agency,Vietnam
CUST01358,Cô Linh Mai,VIP,Vietnam
CUST01359,Vân Bùi,Travel Agency,Vietnam
CUST01360,Vi Dương,Corporate,Vietnam
CUST01361,Scott Barber,Corporate,Australia
CUST01362,Quang Thế Đặng,VIP,Vietnam
CUST01363,Quý cô Nhật Mai,Individual,Vietnam
CUST01364,Thành Phạm,Individual,Vietnam
CUST01365,Michelle Williams,Corporate,USA
CUST01366,Trọng Hoàng,Corporate,Vietnam
CUST01367,Kimberly Browning,Corporate,USA
CUST01368,Phương Đặng,VIP,Vietnam
CUST01369,杨帅,VIP,China
CUST01370,Quý cô Lan Phạm,Travel Agency,Vietnam
CUST01371,Anh Huy Trần,Individual,Vietnam
CUST01372,Cô Hạnh Trần,VIP,Vietnam
CUST01373,林 春香,Corporate,Japan
CUST01374,Bà Bảo Đặng,VIP,Vietnam
CUST01375,Lâm Trần,Corporate,Vietnam
CUST01376,Trung Đức Nguyễn,Individual,Vietnam
CUST01377,Chị Nhật Vũ,Corporate,Vietnam
CUST01378,Bà Duyên Đặng,VIP,Vietnam
CUST01379,Kim Xuân Bùi,Corporate,Vietnam
CUST01380,Anh Phạm,Travel Agency,Vietnam
CUST01381,Cô Hạnh Lê,VIP,Vietnam
CUST01382,Thành Mai Bảo Hoàng,Travel Agency,Vietnam
CUST01383,近藤 里佳,Individual,Japan
CUST01384,Phương Hoàng Trần,VIP,Vietnam
CUST01385,Minh Thị Dương,VIP,Vietnam
CUST01386,Mai Trần,Travel Agency,Vietnam
CUST01387,Ánh Nguyễn,Travel Agency,Vietnam
CUST01388,Bà Chi Đặng,Corporate,Vietnam
CUST01389,佐藤 あすか,Travel Agency,Japan
CUST01390,Chị Kim Trần,Corporate,Vietnam
CUST01391,小川 直子,Corporate,Japan
CUST01392,Cô Lan Bùi,VIP,Vietnam
CUST01393,Valeria Stadelmann,VIP,Germany
CUST01394,Bảo Bảo Phạm,Individual,Vietnam
CUST01395,Chị Ngọc Đặng,VIP,Vietnam
CUST01396,Ryan Nash,VIP,Australia
CUST01397,Hồng Mai,Individual,Vietnam
CUST01398,Chi Hoàng,Individual,Vietnam
CUST01399,Sarah Harris,Corporate,USA
CUST01400,Ngọc Bùi,Individual,Vietnam
CUST01401,Anaïs Dupré,VIP,France
CUST01402,Nhiên Dương,Travel Agency,Vietnam
CUST01403,Thành Phú Vũ,Corporate,Vietnam
CUST01404,Lâm Mai Bảo Vũ,Corporate,Vietnam
CUST01405,Nhật Văn Trần,Corporate,Vietnam
CUST01406,Phúc Hoàng Phạm,Corporate,Vietnam
CUST01407,Mrs Kathryn Owen,Individual,UK
CUST01408,郭霞,VIP,China
CUST01409,Anh Văn Dương,VIP,Vietnam
CUST01410,杨强,Individual,China
CUST01411,Khoa Xuân Bùi,Travel Agency,Vietnam
CUST01412,Quý cô Hà Phạm,Travel Agency,Vietnam
CUST01413,Trung Phạm,Travel Agency,Vietnam
CUST01414,Christopher Bishop,Individual,USA
CUST01415,Kelly Ramos,Travel Agency,Australia
CUST01416,Andrea Jones,VIP,USA
CUST01417,이경희,VIP,Korea
CUST01418,Molly Wallace,Travel Agency,UK
CUST01419,Chị Vi Dương,Individual,Vietnam
CUST01420,Bà Linh Nguyễn,Corporate,Vietnam
CUST01421,Cô Nhật Bùi,Corporate,Vietnam
CUST01422,Mark Torres,Corporate,Australia
CUST01423,Phương Trí Trần,Travel Agency,Vietnam
CUST01424,Hoàng Hải Vũ,Corporate,Vietnam
CUST01425,Cô Nhật Bùi,Travel Agency,Vietnam
CUST01426,Vũ Phạm,Travel Agency,Vietnam
CUST01427,Mai Phạm,Individual,Vietnam
CUST01428,Cô Xuân Lê,Travel Agency,Vietnam
CUST01429,Yến Hoàng,VIP,Vietnam
CUST01430,Quý cô Lan Bùi,VIP,Vietnam
CUST01431,谭鑫,Individual,China
CUST01432,Bác Quang Nguyễn,Corporate,Vietnam
CUST01433,Phương Lê,Individual,Vietnam
CUST01434,Tú Dương,VIP,Vietnam
CUST01435,Trọng Mai Bảo Vũ,Corporate,Vietnam
CUST01436,Anh Nam Mai,Travel Agency,Vietnam
CUST01437,Bác Anh Trần,VIP,Vietnam
CUST01438,Ngọc Đặng,Corporate,Vietnam
CUST01439,Linh Mai,Individual,Vietnam
CUST01440,Huy Dương,Individual,Vietnam
CUST01441,Tú Trí Bùi,VIP,Vietnam
CUST01442,Dũng Hải Đặng,Individual,Vietnam
CUST01443,Anh Hoàng,Corporate,Vietnam
CUST01444,Gabrielle Schroeder,Individual,Australia
CUST01445,Anh Quang Nguyễn,Corporate,Vietnam
CUST01446,김미숙,Travel Agency,Korea
CUST01447,Antoine Le Gosselin,Corporate,France
CUST01448,Aaron Hernandez,VIP,Australia
CUST01449,Kim Mai,VIP,Vietnam
CUST01450,Cô An Trần,Individual,Vietnam
CUST01451,Mrs. Angela Hines,Corporate,Australia
CUST01452,Cô Ngọc Bùi,VIP,Vietnam
CUST01453,Alfred Gillet,VIP,France
CUST01454,박진호,VIP,Korea
CUST01455,Thảo Lê,Travel Agency,Vietnam
CUST01456,Bà Vi Bùi,VIP,Vietnam
CUST01457,Quý cô Linh Bùi,Corporate,Vietnam
CUST01458,Quý ông Trọng Bùi,Individual,Vietnam
CUST01459,Quý ông Vũ Nguyễn,Travel Agency,Vietnam
CUST01460,Lâm Đức Nguyễn,Travel Agency,Vietnam
CUST01461,Quý ông Thành Phạm,Individual,Vietnam
CUST01462,Roberto Thomas,Travel Agency,USA
CUST01463,Nhật Hoàng,Individual,Vietnam
CUST01464,Nhật Thị Lê,VIP,Vietnam
CUST01465,Chị Vân Bùi,Corporate,Vietnam
CUST01466,Jeannine Bonneau-Besnard,VIP,France
CUST01467,Ing. Moritz Stolze B.Eng.,Individual,Germany
CUST01468,Bà Ngọc Dương,Travel Agency,Vietnam
CUST01469,Bác Nam Nguyễn,Individual,Vietnam
CUST01470,Quý ông Vũ Phạm,Corporate,Vietnam
CUST01471,Xuân Phạm,Corporate,Vietnam
CUST01472,Chị Dương Vũ,VIP,Vietnam
CUST01473,小林 七夏,Corporate,Japan
CUST01474,Bà Phương Bùi,Individual,Vietnam
CUST01475,Quý cô Hồng Nguyễn,Corporate,Vietnam
CUST01476,Quý cô Ánh Đặng,Travel Agency,Vietnam
CUST01477,Bà Hồng Dương,Corporate,Vietnam
CUST01478,Duyên Nguyễn,Travel Agency,Vietnam
CUST01479,Khoa Mai,Corporate,Vietnam
CUST01480,Hồng Hoàng,VIP,Vietnam
CUST01481,Ông Quang Mai,VIP,Vietnam
CUST01482,Khoa Nguyễn,Travel Agency,Vietnam
CUST01483,Anh Nhiên Hoàng,Corporate,Vietnam
CUST01484,Trung Đức Dương,Travel Agency,Vietnam
CUST01485,Xuân Trần,Travel Agency,Vietnam
CUST01486,Anh Mai,Individual,Vietnam
CUST01487,Cô Thảo Mai,VIP,Vietnam
CUST01488,清水 晃,Individual,Japan
CUST01489,Ông Minh Bùi,VIP,Vietnam
CUST01490,Bà Lan Phạm,Travel Agency,Vietnam
CUST01491,Maureen Brown,Corporate,USA
CUST01492,Phúc Hải Hoàng,Individual,Vietnam
CUST01493,Joshua Francis,Corporate,USA
CUST01494,Bà Chi Bùi,Individual,Vietnam
CUST01495,Danny Day,Travel Agency,UK
CUST01496,Ánh Bùi,Corporate,Vietnam
CUST01497,Hà Đức Đặng,Individual,Vietnam
CUST01498,Bà Kim Dương,Corporate,Vietnam
CUST01499,Vân Trần,VIP,Vietnam
CUST01500,Leah Khan,Individual,UK
CUST01501,Micheal Meyer,Individual,Australia
CUST01502,Chị An Vũ,Individual,Vietnam
CUST01503,Necati Hecker,Individual,Germany
CUST01504,Shawn Merritt,Corporate,Australia
CUST01505,Joseph Thompson,Corporate,USA
CUST01506,Tùng Văn Lê,Travel Agency,Vietnam
CUST01507,Ernst-August Schinke,Corporate,Germany
CUST01508,Prof. Alfredo Grein Groth B.Sc.,Travel Agency,Germany
CUST01509,Hoàng Bảo Phạm,Travel Agency,Vietnam
CUST01510,Bảo Mai Bùi,Corporate,Vietnam
CUST01511,Hạnh Hoàng Dương,VIP,Vietnam
CUST01512,An Hoàng,Individual,Vietnam
CUST01513,Michael Sharp,Travel Agency,USA
CUST01514,Cô Hải Mai,Travel Agency,Vietnam
CUST01515,Cô Lâm Trần,VIP,Vietnam
CUST01516,Mai Phạm,VIP,Vietnam
CUST01517,Quang Nguyễn,VIP,Vietnam
CUST01518,Christina Davis,Individual,USA
CUST01519,Bác Châu Hoàng,VIP,Vietnam
CUST01520,钟云,Travel Agency,China
CUST01521,Süleyman Pruschke,VIP,Germany
CUST01522,Anna-Maria Bolnbach,Travel Agency,Germany
CUST01523,Lâm Bùi,Travel Agency,Vietnam
CUST01524,Anh Quang Mai,Travel Agency,Vietnam
CUST01525,Kenneth Wagner MBA.,Corporate,Germany
CUST01526,清水 知実,VIP,Japan
CUST01527,Quang Quang Trần,Corporate,Vietnam
CUST01528,박보람,Individual,Korea
CUST01529,Phương Nguyễn,Corporate,Vietnam
CUST01530,Mai Bùi,VIP,Vietnam
CUST01531,Thành Vũ,VIP,Vietnam
CUST01532,王云,Corporate,China
CUST01533,An Văn Trần,VIP,Vietnam
CUST01534,Quang Nguyễn,Travel Agency,Vietnam
CUST01535,Anh Minh Mai,Travel Agency,Vietnam
CUST01536,Trung Dương,Travel Agency,Vietnam
CUST01537,Phúc Tấn Bùi,Corporate,Vietnam
CUST01538,Chị Hà Lê,Corporate,Vietnam
CUST01539,全阳,Travel Agency,China
CUST01540,Quang Bùi,Travel Agency,Vietnam
CUST01541,Ông Tú Dương,Travel Agency,Vietnam
CUST01542,Bà Hà Trần,Individual,Vietnam
CUST01543,Yến Vũ,Travel Agency,Vietnam
CUST01544,Nhật Mai,Individual,Vietnam
CUST01545,Quý ông Hoàng Hoàng,Corporate,Vietnam
CUST01546,Tú Văn Bùi,VIP,Vietnam
CUST01547,Phúc Mai Bảo Lê,Travel Agency,Vietnam
CUST01548,Thành Tấn Lê,Travel Agency,Vietnam
CUST01549,Bà Ánh Phạm,Travel Agency,Vietnam
CUST01550,Quý cô Nhật Đặng,Travel Agency,Vietnam
CUST01551,Anh Nhiên Lê,Travel Agency,Vietnam
CUST01552,Bà Lâm Bùi,VIP,Vietnam
CUST01553,Quang Văn Phạm,Travel Agency,Vietnam
CUST01554,Quý cô Thành Vũ,Corporate,Vietnam
CUST01555,Cô Phương Lê,Corporate,Vietnam
CUST01556,Ông Vũ Mai,Corporate,Vietnam
CUST01557,山口 香織,Corporate,Japan
CUST01558,Gilles Barbe de Jacques,VIP,France
CUST01559,Bà Lâm Mai,Individual,Vietnam
CUST01560,杨兵,Travel Agency,China
CUST01561,Vân Bùi,Travel Agency,Vietnam
CUST01562,Richard Warner,Corporate,USA
CUST01563,Danielle Dijoux,Individual,France
CUST01564,Hải Hoàng,VIP,Vietnam
CUST01565,Carol Gallegos,Travel Agency,Australia
CUST01566,Ánh Hoàng,VIP,Vietnam
CUST01567,Susanne de Dupont,Individual,France
CUST01568,Hương Trần,Individual,Vietnam
CUST01569,Bà Nhật Lê,VIP,Vietnam
CUST01570,Dipl.-Ing. Miguel Butte B.Sc.,Corporate,Germany
CUST01571,Chi Phạm,Individual,Vietnam
CUST01572,長谷川 知実,Individual,Japan
CUST01573,Khoa Thế Nguyễn,Travel Agency,Vietnam
CUST01574,Anh Vũ Nguyễn,Corporate,Vietnam
CUST01575,Châu Nguyễn,Travel Agency,Vietnam
CUST01576,Quý cô An Dương,Corporate,Vietnam
CUST01577,Lâm Vũ,VIP,Vietnam
CUST01578,Jamie Spencer,VIP,UK
CUST01579,Tú Đức Bùi,Corporate,Vietnam
CUST01580,Cô Nhật Mai,Travel Agency,Vietnam
CUST01581,Hương Phạm,Individual,Vietnam
CUST01582,Lucie Ollivier,Corporate,France
CUST01583,An Hoàng Phạm,Individual,Vietnam
CUST01584,Quý ông Châu Nguyễn,Corporate,Vietnam
CUST01585,Quý ông Nhiên Vũ,Individual,Vietnam
CUST01586,Quý cô Yến Đặng,Individual,Vietnam
CUST01587,Hà Trần,Individual,Vietnam
CUST01588,Ông Thành Mai,Corporate,Vietnam
CUST01589,Hà Hoàng,Travel Agency,Vietnam
CUST01590,Ryan Mills,Individual,UK
CUST01591,Hà Hữu Phạm,Individual,Vietnam
CUST01592,Todd Ramirez,VIP,USA
CUST01593,Khoa Văn Hoàng,Individual,Vietnam
CUST01594,Lâm Thị Lê,Individual,Vietnam
CUST01595,Shelly Miller,Corporate,Australia
CUST01596,Ông Khoa Hoàng,VIP,Vietnam
CUST01597,Vân Dương,Corporate,Vietnam
CUST01598,Phúc Trí Dương,Corporate,Vietnam
CUST01599,Phúc Lê,Individual,Vietnam
CUST01600,Bà Lâm Đặng,VIP,Vietnam
CUST01601,鈴木 香織,Corporate,Japan
CUST01602,Dương Lê,Individual,Vietnam
CUST01603,Nhật Hoàng,Travel Agency,Vietnam
CUST01604,杨丽华,Travel Agency,China
CUST01605,Ông Phúc Nguyễn,Corporate,Vietnam
CUST01606,Willie Gray,Individual,Australia
CUST01607,中村 花子,Individual,Japan
CUST01608,Ông Hoàng Mai,Travel Agency,Vietnam
CUST01609,Bà Bảo Phạm,Corporate,Vietnam
CUST01610,Cô Ánh Dương,Individual,Vietnam
CUST01611,Dũng Hoàng,Individual,Vietnam
CUST01612,Minh Dương,Individual,Vietnam
CUST01613,Dorothée Boulay,Travel Agency,France
CUST01614,Phương Văn Phạm,Travel Agency,Vietnam
CUST01615,Nhật Lê,Corporate,Vietnam
CUST01616,Univ.Prof. Brian Gutknecht MBA.,Individual,Germany
CUST01617,Quý ông Châu Hoàng,Individual,Vietnam
CUST01618,Miguel Tröst,Corporate,Germany
CUST01619,Bà Phương Dương,VIP,Vietnam
CUST01620,Quý ông Thành Nguyễn,Travel Agency,Vietnam
CUST01621,Linh Trần,Individual,Vietnam
CUST01622,민정자,Individual,Korea
CUST01623,Khoa Phú Trần,Corporate,Vietnam
CUST01624,Jose Jones,Corporate,USA
CUST01625,Anh Quang Trần,Individual,Vietnam
CUST01626,Cô An Phạm,Corporate,Vietnam
CUST01627,Hạnh Lê,Travel Agency,Vietnam
CUST01628,Châu Hoàng,Travel Agency,Vietnam
CUST01629,Tú Hoàng Đặng,VIP,Vietnam
CUST01630,Tú Vũ,VIP,Vietnam
CUST01631,문유진,Travel Agency,Korea
CUST01632,连鑫,Travel Agency,China
CUST01633,Mckenzie Aguilar,Corporate,USA
CUST01634,An Tấn Nguyễn,Corporate,Vietnam
CUST01635,Cô Hà Đặng,VIP,Vietnam
CUST01636,Prof. Bernadette Mitschke B.A.,VIP,Germany
CUST01637,Vũ Phú Dương,Corporate,Vietnam
CUST01638,Hà Hữu Nguyễn,VIP,Vietnam
CUST01639,Anh Phạm,Individual,Vietnam
CUST01640,Hải Mai Bảo Đặng,Corporate,Vietnam
CUST01641,Hưng Trí Nguyễn,VIP,Vietnam
CUST01642,Georges Giraud-Guillaume,Corporate,France
CUST01643,Kim Đặng,Travel Agency,Vietnam
CUST01644,Thành Vũ,VIP,Vietnam
CUST01645,林华,Individual,China
CUST01646,Yves Dufour de la Maillet,Corporate,France
CUST01647,周龙,Individual,China
CUST01648,An Dương,VIP,Vietnam
CUST01649,Almut Hande,Corporate,Germany
CUST01650,Quang Phạm,Corporate,Vietnam
CUST01651,Anh Tùng Nguyễn,Corporate,Vietnam
CUST01652,森 稔,Individual,Japan
CUST01653,Anh Quang Dương,VIP,Vietnam
CUST01654,Xuân Bùi,Corporate,Vietnam
CUST01655,Cô Linh Mai,Individual,Vietnam
CUST01656,Quý ông Hưng Vũ,Corporate,Vietnam
CUST01657,장정희,Travel Agency,Korea
CUST01658,Kim Xuân Dương,VIP,Vietnam
CUST01659,박성수,Travel Agency,Korea
CUST01660,Bà Lan Phạm,VIP,Vietnam
CUST01661,福田 健一,Travel Agency,Japan
CUST01662,Hoàng Bảo Đặng,Travel Agency,Vietnam
CUST01663,Bác Nhiên Hoàng,Corporate,Vietnam
CUST01664,Chị Nhật Vũ,Corporate,Vietnam
CUST01665,Ngọc Bùi,Corporate,Vietnam
CUST01666,Cô Lan Mai,Corporate,Vietnam
CUST01667,Raymond Cook,VIP,Australia
CUST01668,Frau Justine Wulf,VIP,Germany
CUST01669,王旭,Corporate,China
CUST01670,Amy Bradley,Travel Agency,USA
CUST01671,Quý cô Chi Nguyễn,Travel Agency,Vietnam
CUST01672,Melinda Morales,VIP,USA
CUST01673,陈桂珍,Individual,China
CUST01674,Vi Mai,Corporate,Vietnam
CUST01675,Chị Duyên Hoàng,Individual,Vietnam
CUST01676,Quý cô Thành Vũ,VIP,Vietnam
CUST01677,山田 幹,Travel Agency,Japan
CUST01678,Nam Hải Vũ,Corporate,Vietnam
CUST01679,Ông Nhiên Đặng,VIP,Vietnam
CUST01680,John Owen,Travel Agency,UK
CUST01681,Dũng Mai Dương,Travel Agency,Vietnam
CUST01682,Travis Harrison,Corporate,USA
CUST01683,藤田 七夏,Individual,Japan
CUST01684,Quang Quang Đặng,Travel Agency,Vietnam
CUST01685,Phương Bùi,Corporate,Vietnam
CUST01686,Hương Lê,VIP,Vietnam
CUST01687,Anh Trần,Individual,Vietnam
CUST01688,Anh Trọng Lê,Individual,Vietnam
CUST01689,Cô Linh Đặng,Travel Agency,Vietnam
CUST01690,Cô Mai Hoàng,VIP,Vietnam
CUST01691,Quang Trí Hoàng,Individual,Vietnam
CUST01692,Bác Châu Vũ,Individual,Vietnam
CUST01693,Anh Trọng Nguyễn,Individual,Vietnam
CUST01694,Dũng Xuân Nguyễn,Corporate,Vietnam
CUST01695,Quý ông Vũ Trần,Corporate,Vietnam
CUST01696,Aurélie Lesage,Travel Agency,France
CUST01697,Maria Caldwell,Travel Agency,Australia
CUST01698,Hồng Đặng,Individual,Vietnam
CUST01699,Hà Văn Hoàng,VIP,Vietnam
CUST01700,Anh Mai,Individual,Vietnam
CUST01701,Margaux Lopez,Travel Agency,France
CUST01702,An Quang Bùi,Individual,Vietnam
CUST01703,Quý cô An Dương,Individual,Vietnam
CUST01704,Vũ Mai,Individual,Vietnam
CUST01705,Trọng Thị Mai,Corporate,Vietnam
CUST01706,Joanne Anderson,Individual,Australia
CUST01707,Bà Hương Lê,Individual,Vietnam
CUST01708,Ing. Piotr Conradi B.A.,Corporate,Germany
CUST01709,Hải Lê,Corporate,Vietnam
CUST01710,Khoa Phạm,Corporate,Vietnam
CUST01711,An Xuân Dương,VIP,Vietnam
CUST01712,Nhật Trí Lê,Corporate,Vietnam
CUST01713,Bảo Bảo Dương,Individual,Vietnam
CUST01714,Brenda Williams,Travel Agency,USA
CUST01715,Lâm Lê,VIP,Vietnam
CUST01716,Hưng Trần,Individual,Vietnam
CUST01717,Nhật Đức Hoàng,Travel Agency,Vietnam
CUST01718,Cô Nhật Phạm,VIP,Vietnam
CUST01719,Anh Trọng Dương,Corporate,Vietnam
CUST01720,Quý cô Ngọc Dương,Travel Agency,Vietnam
CUST01721,Dương Hoàng,Individual,Vietnam
CUST01722,Ngọc Vũ,VIP,Vietnam
CUST01723,Hải Hoàng,Corporate,Vietnam
CUST01724,Thành Hải Đặng,Travel Agency,Vietnam
CUST01725,Cô Phương Nguyễn,Individual,Vietnam
CUST01726,박미경,Corporate,Korea
CUST01727,Bác Bảo Vũ,Corporate,Vietnam
CUST01728,Chloe Castillo,Travel Agency,USA
CUST01729,Khoa Vũ,Individual,Vietnam
CUST01730,Tùng Hữu Lê,VIP,Vietnam
CUST01731,Amanda Anderson,Individual,Australia
CUST01732,Trọng Đức Nguyễn,Individual,Vietnam
CUST01733,Hoàng Hoàng,VIP,Vietnam
CUST01734,Bảo Mai,Travel Agency,Vietnam
CUST01735,Michelle Leroux,VIP,France
CUST01736,Cô Duyên Trần,Individual,Vietnam
CUST01737,Carolyn Smith-Walters,Individual,UK
CUST01738,Chị Kim Đặng,Individual,Vietnam
CUST01739,岡田 あすか,Travel Agency,Japan
CUST01740,Mai Nguyễn,Individual,Vietnam
CUST01741,Lâm Đức Hoàng,Travel Agency,Vietnam
CUST01742,Bà An Đặng,Corporate,Vietnam
CUST01743,Quý ông Tú Phạm,Corporate,Vietnam
CUST01744,장지현,VIP,Korea
CUST01745,Trọng Dương,VIP,Vietnam
CUST01746,Bà Yến Lê,Individual,Vietnam
CUST01747,Trung Hữu Phạm,Travel Agency,Vietnam
CUST01748,Nhật Hoàng Trần,Corporate,Vietnam
CUST01749,Yến Đặng,Travel Agency,Vietnam
CUST01750,Khoa Vũ,VIP,Vietnam
CUST01751,Chị Hà Nguyễn,Individual,Vietnam
CUST01752,Lâm Văn Bùi,Corporate,Vietnam
CUST01753,Bảo Vũ,Corporate,Vietnam
CUST01754,Tyler Watts,Individual,Australia
CUST01755,Quang Hải Hoàng,Individual,Vietnam
CUST01756,Lan Đặng,Corporate,Vietnam
CUST01757,Lâm Hải Dương,VIP,Vietnam
CUST01758,Hải Bùi,Corporate,Vietnam
CUST01759,Xuân Trần,Travel Agency,Vietnam
CUST01760,Bảo Tấn Trần,Corporate,Vietnam
CUST01761,遠藤 結衣,Corporate,Japan
CUST01762,Cô Dương Bùi,VIP,Vietnam
CUST01763,Kim Trần,Corporate,Vietnam
CUST01764,Lâm Mai,Individual,Vietnam
CUST01765,Brianna Luna,Travel Agency,Australia
CUST01766,Quý cô Phương Dương,Corporate,Vietnam
CUST01767,Thành Bảo Dương,Corporate,Vietnam
CUST01768,Phương Lê,Corporate,Vietnam
CUST01769,Huy Tấn Đặng,Corporate,Vietnam
CUST01770,Cô Hồng Lê,Individual,Vietnam
CUST01771,Bà Thành Phạm,Corporate,Vietnam
CUST01772,Vũ Nguyễn,VIP,Vietnam
CUST01773,Thành Phú Trần,Travel Agency,Vietnam
CUST01774,An Mai,VIP,Vietnam
CUST01775,Cô Ngọc Dương,Individual,Vietnam
CUST01776,Thành Xuân Đặng,VIP,Vietnam
CUST01777,Khoa Vũ,Individual,Vietnam
CUST01778,Phương Đức Đặng,Individual,Vietnam
CUST01779,Nhật Phú Đặng,Travel Agency,Vietnam
CUST01780,Cô Khoa Đặng,Travel Agency,Vietnam
CUST01781,Jasmina Warmer,Corporate,Germany
CUST01782,장진우,Individual,Korea
CUST01783,Thành Mai Bùi,Travel Agency,Vietnam
CUST01784,Quang Phạm,Individual,Vietnam
CUST01785,Quý cô Vi Dương,Individual,Vietnam
CUST01786,Kim Hữu Trần,VIP,Vietnam
CUST01787,Nam Hoàng,Travel Agency,Vietnam
CUST01788,Chi Lê,Corporate,Vietnam
CUST01789,Nhật Thế Phạm,Individual,Vietnam
CUST01790,中川 太郎,Corporate,Japan
CUST01791,Chị Linh Trần,Corporate,Vietnam
CUST01792,Bà Yến Lê,Corporate,Vietnam
CUST01793,Anh Trọng Phạm,Individual,Vietnam
CUST01794,佐藤 花子,VIP,Japan
CUST01795,Chi Hoàng,Individual,Vietnam
CUST01796,Alice Parent Le Rivière,Travel Agency,France
CUST01797,Cô Hồng Trần,Individual,Vietnam
CUST01798,Jennifer Mcclure,Travel Agency,USA
CUST01799,Chị Duyên Đặng,Travel Agency,Vietnam
CUST01800,Ông Phúc Phạm,Travel Agency,Vietnam
CUST01801,Nhật Trí Mai,Corporate,Vietnam
CUST01802,Bảo Trần,VIP,Vietnam
CUST01803,Dr Richard Perry,VIP,UK
CUST01804,郭林,Travel Agency,China
CUST01805,Nhật Phạm,Individual,Vietnam
CUST01806,Hải Bùi,VIP,Vietnam
CUST01807,Chị Bảo Đặng,Travel Agency,Vietnam
CUST01808,Hương Bùi,Corporate,Vietnam
CUST01809,Natalie Walton,VIP,UK
CUST01810,Quý ông Quang Lê,VIP,Vietnam
CUST01811,Univ.Prof. Antonina Holt MBA.,VIP,Germany
CUST01812,Chị Nhật Lê,Individual,Vietnam
CUST01813,Joshua Dyer,VIP,USA
CUST01814,Nam Hoàng Vũ,Individual,Vietnam
CUST01815,박선영,VIP,Korea
CUST01816,Hoàng Hoàng Đặng,Travel Agency,Vietnam
CUST01817,Todd Griffin,VIP,USA
CUST01818,Dũng Phạm,Individual,Vietnam
CUST01819,長谷川 学,Travel Agency,Japan
CUST01820,Lee Knapp,Corporate,USA
CUST01821,최혜진,Individual,Korea
CUST01822,손유진,Travel Agency,Korea
CUST01823,Suzanne Giraud,Corporate,France
CUST01824,Quý cô Ánh Lê,Corporate,Vietnam
CUST01825,Lynda Yates,Corporate,UK
CUST01826,Bác Huy Mai,VIP,Vietnam
CUST01827,渡辺 洋介,Travel Agency,Japan
CUST01828,Bà Hồng Lê,Individual,Vietnam
CUST01829,Dũng Lê,Individual,Vietnam
